_uid_,id,state,county,month,day,hour,minute,ve_forms,persons,peds,nhs,road_fnc,route,sp_jur,harm_ev,man_coll,rel_road,lgt_cond,weather,not_hour,not_min,arr_hour,arr_min,hosp_hr,hosp_mn,sch_bus,cf1,cf2,cf3,fatals,day_week,drunk_dr,st_case,city,milept,year,tway_id,tway_id2,rail,latitude,longitud,road_fnc_1,streetid
690,231,42,101,4,30,14,45,2,3,0,0,16,6,0,12,4,1,1,1,99,99,99,99,99,99,0,0,0,0,1,1,0,420511,6540,0.000000000000000,2006,C ST,ASHDALE ST,0000000,40.028711110000003,-75.117719440000002,16,40961
823,232,42,101,5,20,16,53,1,5,1,0,16,6,0,8,0,1,1,1,99,99,99,99,99,99,0,0,0,0,1,7,0,420540,6540,0.000000000000000,2006,LURAY ST,99999999999999999999,0000000,40.021661109999997,-75.136566669999993,16,4477
20,233,42,101,5,14,20,0,1,4,1,0,16,6,0,8,0,1,5,1,99,99,99,99,99,99,0,0,0,0,1,1,0,420541,6540,0.000000000000000,2006,DIAMOND ST,99999999999999999999,0000000,39.988325000000003,-75.184022220000003,16,5899
824,234,42,101,5,1,17,25,1,1,0,0,16,6,0,14,1,7,1,1,99,99,99,99,99,99,0,0,0,0,1,2,0,420542,6540,0.000000000000000,2006,MARSHALL ST,MONTGOMERY AV,0000000,39.978702779999999,-75.145783330000000,16,22056
21,235,42,101,5,13,12,55,1,2,1,0,16,6,0,43,0,1,1,1,99,99,99,99,99,99,0,0,0,0,1,7,0,420543,6540,0.000000000000000,2006,MART LUTHER KING DR,99999999999999999999,0000000,39.982816669999998,-75.206269440000000,16,37381
691,236,42,101,5,26,17,25,2,2,0,0,16,6,0,12,5,1,1,1,99,99,99,99,99,99,0,0,0,0,1,6,0,420544,6540,0.000000000000000,2006,ONTARIO ST,SALMON ST,0000000,39.986011110000000,-75.097200000000001,16,12702
825,237,42,101,6,14,15,36,1,2,1,0,13,3,0,8,0,1,1,1,99,99,99,99,99,99,1,0,0,0,1,4,0,420546,6540,3.000000000000000,2006,SR-1004,NINETEENTH ST,0000000,40.010233329999998,-75.159183330000005,13,28102
692,238,42,101,6,17,20,35,2,2,0,0,13,3,0,12,5,1,1,1,99,99,99,99,99,99,0,0,0,0,1,7,0,420556,6540,27.000000000000000,2006,sr-1002,TABOR RD,0000000,40.033138889999996,-75.106875000000002,13,40872
826,239,42,101,5,23,14,15,2,4,0,0,13,3,0,12,8,1,1,1,99,99,99,99,99,99,0,0,0,0,1,3,0,420559,6540,33.000000000000000,2006,SR-4004,OLNEY AV,0000000,40.037194440000000,-75.136447219999994,13,28757
827,240,42,101,6,21,23,24,1,1,0,0,16,6,0,33,0,4,3,1,99,99,99,99,99,99,0,0,0,0,1,4,0,420568,6540,0.000000000000000,2006,HUNTING PARK AV,99999999999999999999,0000000,40.014536110000002,-75.131080560000001,16,32435
693,241,42,101,6,1,20,25,3,3,0,0,13,3,0,12,1,1,5,1,99,99,99,99,99,99,0,0,0,0,1,5,1,420598,6540,15.000000000000000,2006,sr-2009,99999999999999999999,0000000,39.987369440000002,-75.108513889999998,13,14788
694,242,42,101,6,17,13,47,2,2,0,1,13,3,0,12,4,1,1,1,99,99,99,99,99,99,0,0,0,0,1,7,0,420600,6540,61.000000000000000,2006,SR-2001,SR-2009,0000000,39.970794439999999,-75.123905559999997,13,32259
620,243,42,101,6,11,19,42,2,2,0,0,16,6,0,12,4,1,1,1,99,99,99,99,99,99,0,0,0,0,1,1,0,420649,6540,0.000000000000000,2006,FIFTYFOURTH ST,SPRINGFIELD AV,0000000,39.940694440000001,-75.224158329999995,16,11635
215,244,42,101,7,13,18,40,3,4,0,0,14,3,0,12,5,1,1,1,99,99,99,99,99,99,0,0,0,0,1,5,0,420659,6540,73.000000000000000,2006,SR-1001,GREYMONT ST,0000000,40.106466670000003,-75.030127780000001,14,22223
695,245,42,101,5,14,13,0,4,7,0,0,13,3,0,12,1,1,1,1,99,99,99,99,99,99,0,0,0,0,1,1,0,420664,6540,19.000000000000000,2006,SR-2009,99999999999999999999,0000000,39.991174999999998,-75.101302779999997,13,14670
621,246,42,101,6,27,21,4,1,2,1,1,13,2,0,8,0,1,3,1,99,99,99,99,99,99,0,0,0,0,1,3,2,420573,6540,15.000000000000000,2006,US-0013,FORTYEIGHTH ST,0000000,39.948416670000000,-75.219227779999997,13,10028
532,247,42,101,6,26,11,0,1,2,1,0,13,3,0,8,0,3,1,2,99,99,99,99,99,99,0,0,0,0,1,2,0,420574,6540,6.000000000000000,2006,sr-3013,99999999999999999999,0000000,39.903722219999999,-75.240211110000004,13,10544
120,248,42,101,5,17,17,55,2,3,0,0,99,3,0,12,8,1,1,1,99,99,99,99,99,99,0,0,0,0,1,4,0,420587,6540,30.000000000000000,2006,SR-8009,99999999999999999999,0000000,39.958330560000000,-75.141452779999995,99,24201
216,249,42,101,5,13,0,50,2,3,1,1,12,3,0,8,0,1,3,1,99,99,99,99,99,99,0,19,0,0,1,7,0,420603,6540,11.000000000000000,2006,SR-63,99999999999999999999,0000000,40.095555560000001,-74.982241669999993,12,18213
622,250,42,101,5,20,8,31,1,1,0,0,13,3,0,21,0,4,1,1,99,99,99,99,99,99,0,0,0,0,1,7,0,420604,6540,14.000000000000000,2006,SR-3010,FORTYNINTH ST,0000000,39.959336110000002,-75.219138889999996,13,34300
217,251,42,101,5,18,1,57,1,2,0,1,13,3,0,30,0,2,3,1,99,99,99,99,99,99,0,0,0,0,1,5,0,420605,6540,80.000000000000000,2006,SR-6001,99999999999999999999,0000000,40.079472220000000,-75.030363890000004,13,23008
218,252,42,101,6,8,14,15,2,4,1,0,14,3,0,12,4,1,1,1,99,99,99,99,99,99,0,0,0,0,1,5,0,420623,6540,71.000000000000000,2006,sr-1001,red lion rd,0000000,40.105169439999997,-75.032902780000001,14,23878
828,253,42,101,7,10,3,5,1,5,0,1,13,3,0,42,0,4,3,1,99,99,99,99,99,99,0,0,0,0,1,2,1,420691,6540,6.000000000000000,2006,SR-6001,99999999999999999999,0000000,40.023502780000001,-75.133797220000005,13,3299
332,254,42,101,7,15,4,45,1,1,0,0,16,6,0,14,8,7,3,1,99,99,99,99,99,99,0,0,0,0,1,7,0,420699,6540,0.000000000000000,2006,WELLINGTON ST,99999999999999999999,0000000,40.033708330000003,-75.040455559999998,16,26932
485,255,42,101,7,17,2,18,2,4,0,0,13,3,0,12,5,1,3,1,99,99,99,99,99,99,0,0,0,0,1,2,1,420704,6540,24.000000000000000,2006,SR-4002,VERNON RD,0000000,40.065169439999998,-75.175355560000000,13,7597
219,256,42,101,8,5,21,19,1,4,1,0,16,6,0,8,0,1,3,1,99,99,99,99,99,99,0,0,0,0,1,7,0,420753,6540,0.000000000000000,2006,MEDFORD RD,99999999999999999999,0000000,40.097277779999999,-74.976111110000005,16,18115
333,257,42,101,10,16,22,1,1,2,1,1,13,2,0,8,0,1,3,1,99,99,99,99,99,99,0,0,0,0,1,2,0,420826,6540,132.000000000000000,2006,us-0001,99999999999999999999,0000000,40.056791670000003,-75.046355559999995,13,22928
22,258,42,101,8,15,19,12,2,3,0,0,13,2,0,12,2,1,1,1,99,99,99,99,99,99,0,0,0,0,1,3,0,420857,6540,37.000000000000000,2006,US-13,99999999999999999999,0000000,39.978544440000000,-75.189449999999994,13,29122
334,259,42,101,9,1,13,0,2,5,0,0,13,3,0,12,4,1,1,2,99,99,99,99,99,99,0,0,0,0,2,6,0,420900,6540,41.000000000000000,2006,SR-1009,99999999999999999999,0000000,40.054719440000000,-75.054055559999995,13,31195
335,260,42,101,9,2,3,50,1,2,1,1,13,2,0,8,0,1,3,2,99,99,99,99,99,99,0,0,0,0,1,7,1,420901,6540,132.000000000000000,2006,US-1,SR-1014,0000000,40.056497219999997,-75.046424999999999,13,18081
623,261,42,101,9,10,14,20,1,2,1,0,16,6,0,8,0,1,1,1,99,99,99,99,99,99,0,0,0,0,1,1,0,420932,6540,0.000000000000000,2006,HAZEL AV,99999999999999999999,0000000,39.952569439999998,-75.235438889999998,16,11143
121,262,42,101,9,11,13,15,1,1,0,1,13,3,0,38,0,6,1,1,99,99,99,99,99,99,0,0,0,0,1,2,1,420935,6540,76.000000000000000,2006,SR-291,CARPENTER ST,0000000,39.939088890000001,-75.166536109999996,13,13086
336,263,42,101,8,13,12,30,1,2,0,0,13,2,0,30,0,6,1,1,99,99,99,99,99,99,0,0,0,0,1,1,0,420830,6540,103.000000000000000,2006,US-13,CHIPPENDALE ST,0000000,40.038888890000003,-75.034433329999999,13,27491
220,264,42,101,7,17,4,35,1,2,0,0,14,3,0,33,0,4,3,1,99,99,99,99,99,99,0,20,0,0,1,2,0,420848,6540,8.000000000000000,2006,sr-1015,99999999999999999999,0000000,40.077455559999997,-74.978622220000005,14,16296
829,265,42,101,7,23,18,41,2,3,0,0,16,6,0,12,4,1,1,1,99,99,99,99,99,99,0,0,0,0,1,1,0,420849,6540,0.000000000000000,2006,fifth st,blavis st,0000000,40.018869440000003,-75.134355560000003,16,3609
23,266,42,101,5,4,22,51,2,2,0,0,13,3,0,25,0,2,3,1,99,99,99,99,99,99,0,0,0,0,1,5,0,420862,6540,72.000000000000000,2006,SR-3007,99999999999999999999,0000000,40.003972220000001,-75.190694440000001,13,39313
830,267,42,101,8,25,0,15,1,3,0,1,12,2,0,42,0,4,3,1,99,99,99,99,99,99,0,0,0,0,1,6,1,420895,6540,67.000000000000000,2006,us-0001,99999999999999999999,0000000,40.019508330000001,-75.147102779999997,12,31777
337,268,42,101,9,1,13,5,2,3,1,0,14,3,0,12,2,1,1,2,99,99,99,99,99,99,0,0,0,0,1,6,0,420898,6540,58.000000000000000,2006,SR-1005,TYSON AV,0000000,40.046847219999997,-75.070280560000000,14,31431
122,269,42,101,9,8,17,19,1,2,1,0,16,6,0,8,0,1,1,1,99,99,99,99,99,99,0,0,0,0,1,6,0,420910,6540,0.000000000000000,2006,RACE ST,99999999999999999999,0000000,39.955394439999999,-75.156358330000003,16,19876
533,270,42,101,8,26,22,0,1,3,1,0,13,3,0,8,0,1,3,1,99,99,99,99,99,99,0,0,0,0,1,7,1,420913,6540,26.000000000000000,2006,sr-3019,sixtyfirst st,0000000,39.918374999999997,-75.208838889999996,13,10716
624,271,42,101,8,26,15,37,2,4,0,0,16,6,0,12,2,1,1,1,99,99,99,99,99,99,0,0,0,0,1,7,0,420914,6540,0.000000000000000,2006,upland wy,99999999999999999999,0000000,39.983666669999998,-75.234019439999997,16,33325
338,272,42,101,9,16,21,44,2,4,0,1,11,1,0,12,7,1,3,1,99,99,99,99,0,0,0,0,0,0,1,7,1,420946,6540,305.000000000000000,2006,I-95,99999999999999999999,0000000,40.034891670000000,-75.018716670000003,11,39974
831,273,42,101,9,17,14,59,1,2,1,0,16,6,0,9,0,1,1,1,99,99,99,99,99,99,0,0,0,0,1,1,0,420952,6540,0.000000000000000,2006,SECOND ST,SUSQUEHANNA AV,0000000,39.983758330000001,-75.136497219999995,16,20832
625,274,42,101,7,29,21,40,2,6,0,0,16,6,0,12,5,1,3,1,99,99,99,99,99,99,0,0,0,0,1,7,0,420966,6540,0.000000000000000,2006,SEVENTYSIXTH ST,WOODBINE AV,0000000,39.974686110000000,-75.267577779999996,16,33768
24,275,42,101,9,23,4,18,1,4,0,0,13,3,0,30,0,5,3,1,99,99,99,99,99,99,0,0,0,0,2,7,0,420979,6540,1.000000000000000,2006,sr-2008,99999999999999999999,0000000,39.975124999999998,-75.187894439999994,13,908
25,276,42,101,9,26,10,54,1,1,0,0,13,3,0,42,0,6,1,1,99,99,99,99,99,99,0,0,0,0,1,3,0,420980,6540,40.000000000000000,2006,sr-3007,99999999999999999999,0000000,39.995361109999997,-75.191752780000002,13,39852
534,277,42,101,8,27,2,35,2,5,0,0,16,6,0,12,1,1,3,1,99,99,99,99,99,99,0,0,0,0,1,1,1,421002,6540,0.000000000000000,2006,HOLSTEIN AV,99999999999999999999,0000000,39.902666670000002,-75.228324999999998,16,11807
626,278,42,101,9,16,0,36,1,2,1,0,16,6,0,15,0,1,3,1,99,99,99,99,99,99,0,0,0,0,1,7,0,420957,6540,0.000000000000000,2006,CONSHOHOCKEN AV,FORTYFIFTH ST,0000000,40.000027780000003,-75.221455559999995,16,32500
339,279,42,101,3,11,2,34,1,2,1,1,13,3,0,8,0,1,3,1,99,99,99,99,0,0,0,0,0,0,1,7,1,420973,6540,44.000000000000000,2006,SR-2009,DITMAN ST,0000000,40.014933329999998,-75.068150000000003,13,8554
627,280,42,101,9,20,20,50,1,2,1,0,16,6,0,8,0,1,3,1,99,99,99,99,99,99,0,0,0,0,1,4,0,421007,6540,0.000000000000000,2006,FIFTYSIXTH ST,99999999999999999999,0000000,39.947730559999997,-75.235647220000004,16,10426
221,281,42,101,9,26,8,23,2,4,2,1,13,2,0,8,0,1,1,1,99,99,99,99,99,99,0,0,0,0,1,3,0,421020,6540,155.000000000000000,2006,US-1,LOTT AV,0000000,40.084716669999999,-75.025016669999999,13,22924
340,282,42,101,9,30,18,26,2,5,0,0,15,3,0,12,2,1,1,2,99,99,99,99,99,99,0,0,0,0,1,7,0,421024,6540,26.000000000000000,2006,SR-1009,HELLERMAN ST,0000000,40.036836110000003,-75.069199999999995,15,37741
222,283,42,101,10,5,10,20,1,3,1,0,13,3,0,8,0,1,1,1,99,99,99,99,99,99,0,0,0,0,1,5,0,421055,6540,29.000000000000000,2006,SR-532,TOMLINSON RD,0000000,40.113008330000000,-75.022988889999993,13,23462
535,284,42,101,10,14,1,55,2,4,0,1,11,1,0,12,1,1,3,1,99,99,99,99,99,99,0,0,0,0,1,7,0,421069,6540,66.000000000000000,2006,I-95,99999999999999999999,0000000,39.902263890000000,-75.151052780000001,11,34926
123,285,42,101,11,7,8,32,1,2,1,0,16,6,0,8,0,1,1,1,99,99,99,99,99,99,0,0,0,0,1,3,0,421082,6540,0.000000000000000,2006,TENTH ST,FILBERT ST,0000000,39.952563890000000,-75.156494440000003,16,19888
832,286,42,101,10,10,18,51,1,2,1,1,13,3,0,8,0,1,2,1,99,99,99,99,99,99,0,0,0,0,1,3,0,421091,6540,8.000000000000000,2006,SR-6001,THIRD ST,0000000,40.024155559999997,-75.130372219999998,13,3294
833,287,42,101,10,1,17,22,2,2,0,0,16,6,0,12,7,1,1,1,99,99,99,99,99,99,0,0,0,0,1,1,0,421092,6540,0.000000000000000,2006,WESTMORELAND ST,MASCHER ST,0000000,40.000374999999998,-75.130922220000002,16,14730
834,288,42,101,11,22,17,32,1,2,1,0,13,2,0,8,0,1,3,2,99,99,99,99,99,99,0,0,0,0,1,4,0,421111,6540,65.000000000000000,2006,US-0013,SR-4003,0000000,40.009850000000000,-75.166849999999997,13,26826
696,289,42,101,11,5,2,49,2,3,1,0,13,3,0,8,0,1,3,1,99,99,99,99,99,99,0,0,0,0,1,1,1,421189,6540,7.000000000000000,2006,SR-2009,HUNTINGDON ST,0000000,39.978888890000000,-75.118577779999995,13,19529
341,290,42,101,11,22,18,43,1,2,1,1,13,3,0,8,0,1,3,2,99,99,99,99,99,99,0,0,0,0,1,4,0,421192,6540,29.000000000000000,2006,SR-0073,99999999999999999999,0000000,40.037683330000000,-75.042441670000002,13,37316
628,291,42,101,11,12,8,25,1,2,0,0,16,6,0,42,0,4,1,8,99,99,99,99,99,99,0,0,0,0,1,1,0,421194,6540,0.000000000000000,2006,callowhill st,99999999999999999999,0000000,39.969813889999998,-75.253269439999997,16,29431
835,292,42,101,10,13,2,35,1,2,1,1,13,2,0,8,0,1,3,1,99,99,99,99,99,99,0,0,0,0,1,6,1,421085,6540,88888.000000000000000,2006,US-1,99999999999999999999,0000000,40.023074999999999,-75.135744439999996,13,37567
629,293,42,101,10,13,19,35,2,4,0,0,16,6,0,12,4,1,3,1,99,99,99,99,99,99,0,0,0,0,1,6,0,421086,6540,0.000000000000000,2006,PORT ROYAL AV,99999999999999999999,0000000,40.062186109999999,-75.234674999999996,16,6691
536,294,42,101,10,24,14,15,2,2,0,0,13,3,0,12,4,1,1,1,99,99,99,99,99,99,0,0,0,0,1,3,0,421087,6540,26.000000000000000,2006,SR-3019,99999999999999999999,0000000,39.918230559999998,-75.209466669999998,13,11802
26,295,42,101,10,30,15,30,1,2,1,0,16,6,0,8,0,1,1,1,99,99,99,99,99,99,1,15,0,0,1,2,0,421088,6540,0.000000000000000,2006,NORWOOD RD,99999999999999999999,0000000,40.080583330000003,-75.210819439999995,16,31688
27,296,42,101,10,3,19,55,2,2,0,0,15,3,0,12,3,1,3,1,99,99,99,99,99,99,0,0,0,0,1,3,0,421100,6540,15.000000000000000,2006,SR-3011,HAROLD ST,0000000,39.995866669999998,-75.178827780000006,15,3480
836,297,42,101,10,6,22,21,1,5,1,0,16,6,0,9,0,1,3,1,99,99,99,99,99,99,0,0,0,0,1,6,0,421131,6540,0.000000000000000,2006,SECOND ST,CAMBRIA ST,0000000,39.994488890000000,-75.134191670000007,16,9654
342,298,42,101,10,7,19,38,1,3,1,0,16,6,0,8,0,1,3,1,99,99,99,99,99,99,0,0,0,0,1,7,1,421132,6540,0.000000000000000,2006,ALGON AV,GRIFFITH ST,0000000,40.064286109999998,-75.064811109999994,16,39063
124,299,42,101,10,8,16,15,1,2,1,0,16,6,0,8,0,1,1,1,99,99,99,99,99,99,0,0,0,0,1,1,0,421133,6540,0.000000000000000,2006,lombard st,99999999999999999999,0000000,39.942994440000000,-75.151799999999994,16,17926
697,300,42,101,11,14,16,28,1,2,1,0,16,6,0,8,0,1,1,1,99,99,99,99,99,99,0,0,0,0,1,3,1,421165,6540,0.000000000000000,2006,kensington av,99999999999999999999,0000000,39.991277779999997,-75.122927779999998,16,15449
630,301,42,101,11,12,18,52,1,2,1,0,16,6,0,8,0,1,3,2,99,99,99,99,99,99,0,0,0,0,1,1,1,421181,6540,0.000000000000000,2006,thomas av,99999999999999999999,0000000,39.947280560000003,-75.229711109999997,16,12586
343,302,42,101,12,14,1,54,1,3,1,0,14,3,0,8,0,1,3,5,99,99,99,99,99,99,0,0,0,0,1,5,0,421209,6540,16.000000000000000,2006,sr-1008,99999999999999999999,0000000,40.041388890000000,-75.081030560000002,14,37835
537,303,42,101,11,5,2,57,1,5,0,1,13,3,0,33,0,4,3,1,99,99,99,99,99,99,0,0,0,0,1,1,0,421221,6540,88888.000000000000000,2006,SR-2001,99999999999999999999,0000000,39.914911109999998,-75.137794439999993,13,35865
837,304,42,101,11,9,20,30,1,3,2,0,16,6,0,8,0,1,3,1,99,99,99,99,99,99,0,0,0,0,1,5,0,421222,6540,0.000000000000000,2006,GURNEY ST,99999999999999999999,0000000,39.992172220000000,-75.127627779999997,16,9848
125,305,42,101,11,10,2,3,2,2,0,1,11,1,0,12,2,1,3,1,99,99,99,99,99,99,0,0,0,0,2,6,1,421247,6540,3436.000000000000000,2006,I-76,SR-8010 RAMP RD,0000000,39.963361110000001,-75.183822219999996,11,35021
344,306,42,101,12,21,0,37,1,2,0,0,14,3,0,39,0,6,3,1,99,99,99,99,99,99,0,0,0,0,2,5,0,421323,6540,86.000000000000000,2006,sr-2001,butler st,0000000,39.990383330000000,-75.087108330000007,14,14018
838,307,42,101,12,21,22,40,1,1,0,1,11,1,0,24,0,2,3,1,99,99,99,99,99,99,0,0,0,0,1,5,0,421332,6540,223.000000000000000,2006,i-0095,99999999999999999999,0000000,39.968330559999998,-75.129130559999993,11,35011
538,308,42,101,12,16,10,13,2,4,0,1,11,1,0,12,1,1,1,1,99,99,99,99,99,99,0,0,0,0,1,7,0,421340,6540,147.000000000000000,2006,I-95,99999999999999999999,0000000,39.886069440000000,-75.207205560000006,11,25672
698,309,42,101,1,26,15,7,2,2,0,0,13,3,0,12,1,1,1,1,15,0,15,12,15,34,0,0,0,0,1,6,0,420107,6540,7.000000000000000,2007,SR-1001,SR-4004,0000000,40.034441670000000,-75.114891670000006,13,40953
699,310,42,101,1,30,21,46,1,2,0,0,16,6,0,5,0,1,3,4,99,99,99,99,99,99,0,0,0,0,1,3,0,420064,6540,0.000000000000000,2007,K STREET,99999999999999999999,0000000,40.005236109999998,-75.105394439999998,16,9164
700,311,42,101,1,28,3,7,1,1,0,1,13,2,0,42,0,3,3,1,99,99,99,99,99,99,0,0,0,0,1,1,1,420065,6540,85.000000000000000,2007,US-0001,99999999999999999999,0000000,40.026558330000000,-75.115744440000000,13,30762
345,312,42,101,2,23,18,50,1,1,0,1,13,3,0,46,0,3,3,1,99,99,99,99,99,99,0,0,0,0,1,6,0,420148,6540,36.000000000000000,2007,SR-2009,MARGARET ST,0000000,40.005580559999999,-75.075719440000000,13,7820
346,313,42,101,1,7,20,39,1,4,0,0,13,3,0,39,0,6,2,2,99,99,99,99,99,99,0,0,0,0,1,1,0,420149,6540,39.000000000000000,2007,SR-2007,WORRELL ST,0000000,40.007263889999997,-75.091036110000005,13,8323
223,314,42,101,2,18,3,38,1,2,1,0,16,6,0,8,0,1,3,1,99,99,99,99,99,99,0,0,0,0,1,1,1,420150,6540,0.000000000000000,2007,KREWSTOWN RD,99999999999999999999,0000000,40.079999999999998,-75.052161110000000,16,24473
28,315,42,101,3,16,99,99,1,1,0,0,16,6,0,33,0,4,1,3,99,99,99,99,99,99,0,0,0,0,1,6,0,420248,6540,0.000000000000000,2007,MAIN ST,99999999999999999999,0000000,40.015611110000002,-75.209238889999995,16,25279
347,316,42,101,2,21,8,5,1,3,1,0,14,3,0,8,0,1,1,1,99,99,99,99,99,99,0,0,0,0,1,4,0,420159,6540,61.000000000000000,2007,SR-1004,SR-1024,0000000,40.020533329999999,-75.053719439999995,14,27839
348,317,42,101,1,23,14,5,2,2,0,0,16,6,0,12,5,1,1,1,14,3,14,9,14,34,0,0,0,0,1,3,0,420196,6540,0.000000000000000,2007,BATTERSBY ST,TYSON AV,0000000,40.038105559999998,-75.054666670000003,16,25761
224,318,42,101,1,28,2,0,2,4,0,0,16,6,0,12,4,1,3,2,99,99,99,99,99,99,0,0,0,0,1,1,1,420197,6540,0.000000000000000,2007,ALGON AV,SOLLY AV,0000000,40.068138890000000,-75.061063890000000,16,39056
839,319,42,101,3,21,5,3,1,2,1,1,13,3,0,8,0,1,3,1,99,99,99,99,99,99,0,0,0,0,1,4,0,420276,6540,26.000000000000000,2007,SR-0611,99999999999999999999,0000000,39.972541669999998,-75.159219440000001,13,177
126,320,42,101,3,3,1,13,1,2,1,1,13,3,0,9,0,1,3,1,99,99,99,99,99,99,0,0,0,0,1,7,1,420279,6540,43.000000000000000,2007,sr-3010,FIFTEENTH ST,0000000,39.952605560000002,-75.165274999999994,13,513
127,321,42,101,4,28,16,43,1,1,0,0,16,6,0,14,3,7,1,1,99,99,99,99,99,99,0,0,0,0,1,7,0,420349,6540,0.000000000000000,2007,DICKINSON ST,99999999999999999999,0000000,39.933086109999998,-75.178788890000007,16,2418
701,322,42,101,3,3,3,30,1,4,0,1,13,2,0,42,0,6,3,1,99,99,99,99,99,99,0,0,0,0,1,7,1,420358,6540,26.000000000000000,2007,US-0001,99999999999999999999,0000000,40.026430560000001,-75.095877779999995,13,30559
631,323,42,101,5,30,12,25,1,2,1,0,14,3,0,8,0,1,1,1,99,99,99,99,99,99,0,0,0,0,1,4,0,420377,6540,61.000000000000000,2007,SR-3009,LEVERINGTON AV,0000000,40.035619439999998,-75.217399999999998,14,26345
349,324,42,101,5,21,20,32,1,2,1,1,11,1,0,8,0,1,3,1,99,99,99,99,99,99,0,0,0,0,1,2,1,420393,6540,323.000000000000000,2007,I-95,99999999999999999999,0000000,40.049588890000003,-74.994163889999996,11,35091
350,325,42,101,4,16,10,1,1,2,1,0,13,2,0,8,0,1,1,2,99,99,99,99,99,99,0,0,0,0,1,2,0,420325,6540,99.000000000000000,2007,US-13,99999999999999999999,0000000,40.036324999999998,-75.041802779999998,13,22165
128,326,42,101,4,18,9,50,1,2,1,0,14,3,0,15,0,1,1,1,99,99,99,99,99,99,0,0,0,0,1,4,0,420338,6540,12.000000000000000,2007,SR-3007,SR-611,0000000,39.954397219999997,-75.163077779999995,14,20187
351,327,42,101,4,23,11,29,2,3,0,0,14,3,0,12,4,1,1,1,99,99,99,99,99,99,0,0,0,0,1,2,0,420341,6540,56.000000000000000,2007,SR-1004,CHELTENHAM AV,0000000,40.015541669999998,-75.063388889999999,14,8243
29,328,42,101,4,20,20,40,1,1,0,0,16,6,0,14,7,4,3,1,99,99,99,99,99,99,0,0,0,0,1,6,0,420352,6540,0.000000000000000,2007,STILES ST,99999999999999999999,0000000,39.975502779999999,-75.185772220000004,16,1102
352,329,42,101,5,11,0,55,1,1,0,1,13,2,0,42,0,4,3,1,99,99,99,99,99,99,0,0,0,0,1,6,0,420402,6540,47.000000000000000,2007,US-1,99999999999999999999,0000000,40.038883329999997,-75.060627780000004,13,31029
539,330,42,101,5,23,12,52,2,5,0,0,16,6,0,12,5,1,1,1,99,99,99,99,99,99,0,0,0,0,1,4,1,420456,6540,0.000000000000000,2007,SEVENTIETH ST,PASCHALL AV,0000000,39.919630560000002,-75.240241670000003,16,11741
540,331,42,101,5,15,7,38,1,3,2,1,11,1,0,14,1,2,1,1,99,99,99,99,99,99,0,0,0,0,1,3,0,420459,6540,185.000000000000000,2007,I-0095,99999999999999999999,0000000,39.909561109999999,-75.149016669999995,11,34915
840,332,42,101,6,22,10,30,2,2,0,0,16,6,0,12,2,1,1,1,10,35,10,39,10,59,0,0,0,0,1,6,0,420490,6540,0.000000000000000,2007,2ND ST,99999999999999999999,0000000,40.009824999999999,-75.130880559999994,16,39591
30,333,42,101,6,28,19,6,2,2,0,0,16,6,0,12,4,1,1,1,19,11,19,15,19,22,0,0,0,0,1,5,0,420491,6540,0.000000000000000,2007,GREENE ST,99999999999999999999,0000000,40.035411109999998,-75.178580560000000,16,6606
632,334,42,101,5,3,22,45,1,3,1,0,16,6,0,9,0,1,3,1,99,99,99,99,99,99,0,0,0,0,1,5,0,420492,6540,0.000000000000000,2007,SPRUCE ST,99999999999999999999,0000000,39.956844439999998,-75.244330559999995,16,11344
841,335,42,101,6,9,16,0,1,2,1,0,13,3,0,8,0,6,1,1,99,99,99,99,99,99,0,0,0,0,1,7,0,420503,6540,29.000000000000000,2007,SR-2008,FRONT ST,0000000,39.968888890000002,-75.136202780000005,13,20004
633,336,42,101,6,9,16,13,2,2,0,0,14,3,0,12,4,1,1,1,99,99,99,99,99,99,0,0,0,0,1,7,0,420508,6540,20.000000000000000,2007,SR-3015,SR-3017,0000000,39.940383330000003,-75.236672220000003,14,11475
634,337,42,101,6,3,1,15,1,1,0,1,13,3,0,27,0,2,3,1,1,17,1,35,0,0,0,0,0,0,1,1,1,420509,6540,11.000000000000000,2007,SR-3,54TH ST,0000000,39.957458330000001,-75.229341669999997,13,33352
842,338,42,101,6,16,22,29,2,3,0,0,14,3,0,12,2,1,3,1,22,29,22,33,22,34,0,0,0,0,1,7,0,420518,6540,13.000000000000000,2007,SR-2016,99999999999999999999,0000000,40.003013889999998,-75.163913890000003,14,5021
702,339,42,101,6,28,9,6,2,3,0,0,16,6,0,12,5,1,1,1,9,2,9,8,9,23,0,0,0,0,1,5,0,420519,6540,0.000000000000000,2007,MASCHER ST,LOUDEN ST,0000000,40.023333330000000,-75.125786110000007,16,36684
353,340,42,101,6,20,19,43,2,4,0,1,11,1,0,24,0,2,5,1,19,43,19,46,19,57,0,0,0,0,3,4,3,420520,6540,291.000000000000000,2007,I-95,99999999999999999999,0000000,40.022152779999999,-75.038052780000001,11,35008
225,341,42,101,5,24,16,44,2,3,0,1,13,2,0,12,2,1,1,1,99,99,99,99,99,99,0,0,0,0,1,5,0,420432,6540,169.000000000000000,2007,US-1,HALDEMAN AV,0000000,40.100097220000002,-75.008477780000007,13,25015
